Courier,Service_Category,Destination_Region,Weight_kg,Insured_Value_Rs,Rate_Rs
M&P,City to City,Sindh,4.85,100000,1954
Pakistan Post,Local,Punjab,1.6,0,255
Pakistan Post,City to City,Islamabad,3.44,50000,1154
Leopard,Overland,Islamabad,6.67,0,779
M&P,Local,Punjab,0.28,0,241
M&P,Economy,Pakhtunkhwa,1.98,0,225
M&P,City to City,Sindh,0.32,0,336
Leopard,Economy,Islamabad,4.94,20000,573
TCS,Local,Islamabad,0.72,0,313
TCS,Overland,Pakhtunkhwa,2.07,0,404
M&P,City to City,Islamabad,3.39,100000,1764
M&P,Overnight,Punjab,3.27,0,790
TCS,City to City,Sindh,4.96,0,884
Leopard,Economy,Punjab,7.74,0,427
TCS,Local,Balochistan,2.25,100000,1479
Pakistan Post,City to City,Punjab,7.31,100000,2010
TCS,City to City,Balochistan,0.76,0,429
Pakistan Post,Local,Sindh,8.97,0,484
Pakistan Post,Local,Balochistan,0.78,100000,1343
M&P,Local,Islamabad,1.39,0,289
M&P,City to City,Islamabad,3.53,100000,1738
Pakistan Post,Local,Pakhtunkhwa,1.04,0,234
Pakistan Post,City to City,Balochistan,2.2,10000,542
Leopard,Overland,Islamabad,1.91,100000,1546
Leopard,Overland,Balochistan,2.15,10000,450
M&P,Overnight,Islamabad,0.95,20000,833
TCS,Economy,Pakhtunkhwa,2.3,0,291
TCS,City to City,Punjab,1.46,0,514
TCS,Same Day,Punjab,2.32,20000,939
Leopard,Overnight,Islamabad,3.59,0,801
M&P,City to City,Punjab,3.28,100000,1847
M&P,City to City,Pakhtunkhwa,1.05,0,383
TCS,Same Day,Islamabad,0.7,50000,1067
Pakistan Post,Local,Islamabad,5.33,20000,583
Leopard,Economy,Sindh,6.8,0,389
Leopard,Overland,Balochistan,0.59,0,206
Leopard,Economy,Sindh,0.66,20000,381
Leopard,Economy,Islamabad,0.89,0,169
Leopard,Economy,Pakhtunkhwa,4.17,20000,534
M&P,City to City,Punjab,0.19,50000,971
Leopard,Overnight,Sindh,5.86,100000,2084
Pakistan Post,City to City,Punjab,5.06,50000,1204
Leopard,Overnight,Punjab,6.75,0,1116
TCS,City to City,Pakhtunkhwa,8.98,50000,1869
TCS,Overland,Pakhtunkhwa,1.11,100000,1424
M&P,Overland,Punjab,8.28,10000,1058
M&P,Same Day,Balochistan,4.63,10000,899
M&P,City to City,Islamabad,2.34,100000,1626
M&P,Local,Punjab,0.11,50000,842
TCS,Local,Punjab,3.53,0,448
Pakistan Post,City to City,Balochistan,2.02,0,410
M&P,Overnight,Islamabad,2.9,50000,1350
TCS,Same Day,Balochistan,1.06,100000,1739
Pakistan Post,City to City,Balochistan,0.92,50000,870
TCS,Same Day,Sindh,4.45,10000,1021
M&P,Local,Islamabad,0.52,0,243
TCS,Local,Islamabad,0.23,20000,531
Leopard,Overland,Sindh,13.36,20000,1605
Pakistan Post,Local,Balochistan,1.98,10000,382
TCS,Local,Sindh,8.5,0,655
Pakistan Post,Local,Pakhtunkhwa,0.22,0,198
M&P,City to City,Punjab,0.11,0,348
Leopard,Economy,Pakhtunkhwa,0.81,0,163
Pakistan Post,City to City,Punjab,0.3,0,285
Pakistan Post,City to City,Balochistan,1.84,0,383
TCS,Same Day,Punjab,0.65,0,494
M&P,Economy,Islamabad,3.4,10000,387
Leopard,Economy,Balochistan,10.76,0,527
M&P,City to City,Punjab,0.5,0,357
Leopard,Overnight,Balochistan,7.75,20000,1338
TCS,Overnight,Sindh,1.36,20000,988
Leopard,Overland,Balochistan,0.64,0,211
Leopard,Overland,Sindh,9.1,10000,1033
TCS,Economy,Punjab,12.54,100000,1972
M&P,Same Day,Islamabad,1.46,0,526
Leopard,Overland,Punjab,3.68,20000,679
TCS,Overland,Islamabad,0.18,0,249
Leopard,Overland,Islamabad,1.49,0,286
M&P,City to City,Sindh,0.47,0,349
M&P,Overnight,Punjab,2.62,0,737
Leopard,Overnight,Punjab,0.7,0,550
Leopard,Overland,Balochistan,2.67,0,398
M&P,Overnight,Sindh,1.98,100000,1829
Pakistan Post,City to City,Pakhtunkhwa,1.76,0,405
Pakistan Post,City to City,Balochistan,0.72,0,290
TCS,Overnight,Balochistan,1.8,10000,886
Leopard,Overland,Islamabad,1.45,50000,820
Leopard,Overland,Pakhtunkhwa,4.15,0,514
Pakistan Post,Local,Balochistan,5.0,0,361
Leopard,Overnight,Pakhtunkhwa,1.18,50000,1126
M&P,Local,Balochistan,3.75,0,395
M&P,Economy,Islamabad,2.69,0,266
Leopard,Overnight,Pakhtunkhwa,0.38,0,512
Leopard,Economy,Balochistan,6.32,100000,1542
TCS,Local,Pakhtunkhwa,0.72,0,299
Leopard,Overland,Pakhtunkhwa,0.81,0,209
Leopard,Economy,Sindh,2.22,100000,1370
Pakistan Post,Local,Islamabad,3.81,0,326
TCS,Overnight,Pakhtunkhwa,0.47,0,616
TCS,City to City,Balochistan,0.36,10000,542
M&P,Economy,Islamabad,4.82,20000,577
TCS,Economy,Pakhtunkhwa,2.06,0,273
Pakistan Post,City to City,Balochistan,1.01,0,342
M&P,Economy,Pakhtunkhwa,0.9,10000,300
M&P,City to City,Pakhtunkhwa,6.22,0,890
Pakistan Post,City to City,Sindh,8.07,0,920
TCS,City to City,Balochistan,2.95,50000,1281
TCS,Overnight,Sindh,1.27,0,692
Leopard,Economy,Pakhtunkhwa,10.03,0,531
TCS,City to City,Sindh,0.81,0,432
TCS,Local,Punjab,10.61,0,762
TCS,Local,Punjab,5.88,0,562
M&P,Overnight,Islamabad,0.16,10000,693
Leopard,Economy,Balochistan,2.23,20000,436
Pakistan Post,Local,Balochistan,0.77,50000,818
M&P,Economy,Pakhtunkhwa,4.38,20000,579
Pakistan Post,City to City,Pakhtunkhwa,0.39,100000,1470
Leopard,Economy,Balochistan,0.3,50000,728
Pakistan Post,Local,Pakhtunkhwa,1.64,0,244
TCS,Overnight,Punjab,5.33,10000,1265
Pakistan Post,Local,Sindh,2.63,50000,861
TCS,Overland,Sindh,0.14,100000,1317
Pakistan Post,City to City,Islamabad,3.9,0,553
M&P,City to City,Pakhtunkhwa,5.78,0,885
Pakistan Post,Local,Punjab,4.81,0,368
TCS,Local,Pakhtunkhwa,1.98,100000,1490
TCS,Overland,Pakhtunkhwa,0.96,20000,505
Pakistan Post,City to City,Sindh,1.83,20000,623
Leopard,Overnight,Balochistan,0.98,0,528
TCS,Overnight,Balochistan,9.05,0,1578
TCS,Overnight,Islamabad,1.95,10000,971
Pakistan Post,Local,Islamabad,3.84,20000,581
M&P,Overland,Pakhtunkhwa,0.2,20000,452
Leopard,Economy,Pakhtunkhwa,1.15,100000,1340
Leopard,Overnight,Balochistan,2.0,100000,1742
TCS,Overnight,Balochistan,3.47,100000,2191
M&P,Same Day,Pakhtunkhwa,10.45,20000,1538
Pakistan Post,Local,Punjab,4.42,0,358
Leopard,Overnight,Pakhtunkhwa,6.47,0,1030
Leopard,Overnight,Islamabad,4.08,100000,2042
Leopard,Economy,Pakhtunkhwa,1.87,0,204
Pakistan Post,Local,Balochistan,2.87,20000,527
TCS,Overland,Sindh,5.96,50000,1372
Leopard,Overland,Islamabad,0.42,0,193
TCS,Local,Balochistan,5.91,0,548
Pakistan Post,City to City,Sindh,1.59,0,383
TCS,Economy,Pakhtunkhwa,5.24,20000,628
Leopard,Overland,Pakhtunkhwa,3.15,0,404
TCS,City to City,Sindh,3.68,0,737
TCS,Overnight,Islamabad,0.51,0,644
Leopard,Overnight,Islamabad,1.86,0,605
TCS,Overland,Islamabad,1.23,20000,579
Leopard,Overnight,Pakhtunkhwa,3.04,0,729
M&P,Economy,Punjab,3.13,0,290
Pakistan Post,City to City,Islamabad,4.41,0,597
Leopard,Economy,Balochistan,0.14,0,150
M&P,Same Day,Islamabad,0.17,10000,538
M&P,Same Day,Balochistan,0.98,50000,1019
Leopard,Overnight,Pakhtunkhwa,8.03,0,1149
TCS,Overland,Sindh,0.9,10000,395
M&P,Same Day,Punjab,2.33,10000,717
M&P,Overnight,Pakhtunkhwa,7.29,20000,1403
Pakistan Post,City to City,Balochistan,1.9,100000,1518
M&P,Overnight,Pakhtunkhwa,3.97,0,925
Pakistan Post,Local,Punjab,5.72,20000,640
M&P,Local,Sindh,2.66,0,332
M&P,Overland,Balochistan,1.31,100000,1455
TCS,Overnight,Punjab,1.74,10000,896
Leopard,Overnight,Balochistan,0.69,10000,625
M&P,Overnight,Sindh,0.33,0,563
Pakistan Post,City to City,Punjab,6.79,50000,1363
TCS,Same Day,Punjab,4.57,0,965
M&P,Local,Islamabad,0.36,0,260
Pakistan Post,Local,Sindh,0.33,50000,790
Leopard,Overnight,Pakhtunkhwa,4.46,20000,1116
Pakistan Post,City to City,Balochistan,0.7,0,306
Pakistan Post,Local,Sindh,1.17,50000,774
Leopard,Economy,Punjab,1.45,0,188
Leopard,Economy,Sindh,0.38,20000,382
M&P,Same Day,Pakhtunkhwa,1.63,0,541
TCS,Overland,Pakhtunkhwa,2.58,0,459
TCS,Local,Pakhtunkhwa,3.31,10000,540
Pakistan Post,City to City,Balochistan,0.46,0,279
TCS,Overland,Sindh,0.43,0,247
Leopard,Overland,Islamabad,4.21,0,505
TCS,Same Day,Pakhtunkhwa,0.74,50000,1087
Pakistan Post,City to City,Islamabad,2.13,50000,1003
TCS,Overland,Islamabad,3.52,0,610
Pakistan Post,City to City,Sindh,2.18,10000,538
M&P,Local,Pakhtunkhwa,3.35,20000,611
TCS,Economy,Islamabad,1.95,0,274
M&P,Local,Sindh,2.7,10000,464
Leopard,Economy,Pakhtunkhwa,1.26,20000,404
Leopard,Overland,Sindh,1.0,0,224
TCS,Economy,Sindh,1.86,0,259
M&P,Economy,Islamabad,2.04,50000,849
TCS,Local,Pakhtunkhwa,3.03,20000,642
Pakistan Post,City to City,Balochistan,0.94,50000,918
Pakistan Post,Local,Balochistan,10.43,0,539
Leopard,Overnight,Balochistan,10.8,10000,1482
Leopard,Overland,Sindh,0.35,0,191
TCS,Economy,Punjab,4.48,50000,988
Pakistan Post,Local,Punjab,1.78,0,258
Pakistan Post,Local,Punjab,0.24,100000,1347
TCS,Overnight,Punjab,1.03,0,703
TCS,Same Day,Sindh,2.83,0,762
TCS,City to City,Sindh,2.51,50000,1221
M&P,Overland,Islamabad,5.1,20000,847
Leopard,Economy,Balochistan,6.04,100000,1441
TCS,Overnight,Islamabad,1.82,0,768
M&P,Overnight,Islamabad,2.14,10000,843
Pakistan Post,City to City,Sindh,4.88,100000,1748
Pakistan Post,City to City,Balochistan,0.42,20000,529
M&P,City to City,Punjab,0.24,50000,896
Leopard,Overland,Pakhtunkhwa,4.77,50000,1132
M&P,Overnight,Islamabad,0.43,0,551
Pakistan Post,City to City,Sindh,3.05,0,477
TCS,City to City,Punjab,3.32,0,752
TCS,Same Day,Sindh,5.5,0,979
TCS,Same Day,Punjab,5.95,0,1074
M&P,Economy,Pakhtunkhwa,2.08,0,224
Leopard,Overnight,Islamabad,3.04,0,720
Pakistan Post,City to City,Islamabad,1.81,50000,1016
Pakistan Post,City to City,Balochistan,4.2,100000,1753
Leopard,Overnight,Islamabad,6.34,50000,1616
TCS,Overland,Sindh,6.37,100000,1927
M&P,Overnight,Pakhtunkhwa,2.34,0,736
Leopard,Overnight,Sindh,0.9,0,529
Pakistan Post,City to City,Sindh,1.66,100000,1500
Pakistan Post,City to City,Balochistan,6.39,10000,836
M&P,Economy,Sindh,3.43,0,269
M&P,Economy,Balochistan,0.91,0,191
Pakistan Post,City to City,Balochistan,3.59,0,556
M&P,Same Day,Islamabad,1.5,0,515
Pakistan Post,Local,Punjab,0.93,100000,1327
Pakistan Post,Local,Sindh,1.08,50000,780
Leopard,Overnight,Pakhtunkhwa,3.14,20000,999
M&P,Same Day,Punjab,2.56,0,646
M&P,Overland,Punjab,0.46,50000,785
M&P,Same Day,Punjab,0.2,0,412
Pakistan Post,City to City,Islamabad,2.43,0,443
TCS,Overland,Balochistan,1.92,10000,527
M&P,City to City,Balochistan,0.26,20000,601
Pakistan Post,Local,Pakhtunkhwa,16.49,0,742
Pakistan Post,Local,Punjab,1.09,20000,461
TCS,Overnight,Pakhtunkhwa,2.51,0,878
Pakistan Post,City to City,Pakhtunkhwa,0.45,0,288
M&P,Overnight,Punjab,0.66,20000,782
Leopard,Economy,Balochistan,0.56,10000,261
Pakistan Post,Local,Punjab,1.04,10000,349
M&P,Overland,Pakhtunkhwa,1.96,20000,593
M&P,Economy,Islamabad,2.83,0,252
Leopard,Overnight,Sindh,19.06,0,2077
Pakistan Post,City to City,Balochistan,2.5,0,450
Pakistan Post,City to City,Pakhtunkhwa,7.25,100000,1917
M&P,Local,Pakhtunkhwa,0.73,0,255
TCS,Local,Islamabad,1.12,10000,437
M&P,Overland,Islamabad,0.29,0,212
M&P,Local,Pakhtunkhwa,0.17,0,260
TCS,Overnight,Balochistan,2.72,100000,2106
M&P,Overland,Balochistan,2.76,0,435
TCS,Economy,Balochistan,2.48,20000,520
M&P,Overnight,Sindh,10.3,0,1535
M&P,Overnight,Islamabad,0.76,100000,1738
TCS,Overland,Punjab,2.21,0,431
TCS,Local,Pakhtunkhwa,10.39,0,800
M&P,Economy,Punjab,2.23,10000,364
Pakistan Post,City to City,Pakhtunkhwa,0.6,20000,501
Leopard,Overnight,Sindh,0.34,100000,1553
TCS,Local,Sindh,0.56,0,286
M&P,City to City,Balochistan,0.89,20000,628
TCS,Economy,Balochistan,5.85,50000,1078
TCS,Overland,Islamabad,0.81,0,293
M&P,Overnight,Islamabad,5.47,0,1069
TCS,Same Day,Sindh,3.06,100000,1930
Pakistan Post,City to City,Balochistan,1.35,0,366
TCS,Overnight,Punjab,1.54,0,783
Leopard,Economy,Sindh,0.84,0,163
TCS,Same Day,Punjab,0.19,20000,689
M&P,Economy,Islamabad,3.32,0,294
TCS,Local,Sindh,2.08,0,357
Pakistan Post,City to City,Islamabad,5.47,20000,920
Pakistan Post,Local,Balochistan,1.82,0,260
M&P,Local,Islamabad,0.18,10000,351
Leopard,Economy,Pakhtunkhwa,7.54,100000,1561
Leopard,Overnight,Islamabad,0.38,100000,1680
TCS,Local,Pakhtunkhwa,0.52,0,277
M&P,Economy,Sindh,1.75,10000,339
TCS,Economy,Sindh,3.68,100000,1496
TCS,Economy,Balochistan,0.87,10000,337
TCS,Overnight,Sindh,0.98,20000,956
Leopard,Economy,Punjab,6.67,100000,1534
Leopard,Overland,Balochistan,5.34,10000,733
Pakistan Post,Local,Sindh,1.79,20000,460
Leopard,Overnight,Pakhtunkhwa,2.53,10000,836
M&P,Overnight,Pakhtunkhwa,8.99,0,1400
Pakistan Post,Local,Balochistan,0.92,0,215
Pakistan Post,Local,Balochistan,6.86,20000,640
Pakistan Post,City to City,Islamabad,1.72,0,398
Pakistan Post,City to City,Pakhtunkhwa,3.55,0,553
Leopard,Economy,Islamabad,1.76,0,194
Leopard,Overnight,Sindh,0.7,10000,630
Leopard,Economy,Punjab,4.89,0,323
M&P,City to City,Islamabad,0.34,0,360
Leopard,Overnight,Punjab,7.39,0,1118
TCS,Local,Sindh,1.54,0,319
Pakistan Post,City to City,Pakhtunkhwa,0.58,0,298
Leopard,Overnight,Islamabad,2.32,0,675
Leopard,Economy,Islamabad,0.64,100000,1317
M&P,City to City,Islamabad,5.67,20000,1031
Leopard,Economy,Sindh,6.69,100000,1442
M&P,Overnight,Pakhtunkhwa,1.85,0,649
TCS,Same Day,Pakhtunkhwa,2.02,10000,763
TCS,Overland,Punjab,1.12,20000,566
TCS,Local,Sindh,0.29,0,273
M&P,Overnight,Punjab,8.62,10000,1525
Leopard,Economy,Punjab,0.26,100000,1350
Pakistan Post,Local,Pakhtunkhwa,4.41,100000,1546
M&P,Same Day,Balochistan,9.68,0,1246
M&P,City to City,Pakhtunkhwa,2.6,0,552
TCS,Overnight,Sindh,0.37,20000,839
Leopard,Overland,Islamabad,0.54,100000,1347
Pakistan Post,City to City,Balochistan,1.63,100000,1514
TCS,Overland,Pakhtunkhwa,0.25,20000,479
Leopard,Overland,Punjab,9.91,100000,2145
TCS,City to City,Islamabad,0.34,0,398
M&P,Overland,Pakhtunkhwa,0.24,0,212
Pakistan Post,Local,Islamabad,3.67,0,318
M&P,Same Day,Punjab,0.26,50000,954
TCS,Overland,Islamabad,1.25,20000,573
Leopard,Economy,Pakhtunkhwa,8.04,20000,691
Pakistan Post,Local,Sindh,0.12,50000,790
Pakistan Post,Local,Islamabad,2.59,50000,830
Pakistan Post,Local,Balochistan,0.59,10000,314
M&P,Overnight,Sindh,2.07,50000,1271
Leopard,Economy,Islamabad,0.76,0,168
Leopard,Overland,Sindh,5.2,0,573
M&P,Local,Punjab,3.84,0,398
Pakistan Post,Local,Balochistan,2.78,0,284
M&P,Local,Balochistan,3.18,50000,918
Leopard,Overnight,Punjab,3.54,50000,1358
TCS,Same Day,Sindh,0.18,0,466
TCS,Local,Pakhtunkhwa,2.8,0,387
M&P,Overnight,Punjab,1.76,100000,1766
TCS,City to City,Punjab,3.37,0,713
M&P,Overland,Balochistan,0.42,0,211
TCS,Overland,Punjab,3.16,100000,1758
Leopard,Overnight,Islamabad,0.71,0,505
M&P,Overland,Pakhtunkhwa,1.47,0,305
Leopard,Overland,Pakhtunkhwa,0.37,10000,309
M&P,City to City,Punjab,9.29,100000,2273
Leopard,Economy,Balochistan,1.58,20000,424
Pakistan Post,City to City,Pakhtunkhwa,5.14,100000,1738
M&P,Local,Islamabad,2.6,0,325
TCS,Economy,Punjab,4.55,0,399
Pakistan Post,City to City,Balochistan,1.37,100000,1540
M&P,Overnight,Sindh,0.68,0,541
Pakistan Post,City to City,Islamabad,0.3,20000,548
Leopard,Overland,Sindh,3.82,10000,600
Pakistan Post,City to City,Sindh,4.87,0,637
Leopard,Overland,Islamabad,0.34,0,195
TCS,City to City,Punjab,1.61,0,538
Leopard,Economy,Balochistan,6.3,0,388
Leopard,Overnight,Islamabad,0.51,0,500
Pakistan Post,City to City,Pakhtunkhwa,2.81,0,455
TCS,Overnight,Pakhtunkhwa,18.06,10000,2816
TCS,Overland,Balochistan,15.11,10000,2038
Pakistan Post,City to City,Sindh,3.0,0,460
M&P,Overland,Sindh,4.14,20000,760
M&P,City to City,Pakhtunkhwa,2.25,10000,620
Leopard,Economy,Sindh,1.67,50000,786
Pakistan Post,Local,Pakhtunkhwa,2.45,10000,381
M&P,Overland,Punjab,1.23,0,293
Leopard,Overnight,Islamabad,5.67,0,970
TCS,Local,Islamabad,2.11,0,355
Leopard,Economy,Pakhtunkhwa,6.02,0,345
M&P,City to City,Punjab,0.23,100000,1575
Pakistan Post,Local,Pakhtunkhwa,1.19,50000,773
Leopard,Overnight,Sindh,2.9,0,736
M&P,Overland,Islamabad,1.72,20000,575
Leopard,Economy,Punjab,2.0,0,203
Leopard,Overland,Sindh,4.02,50000,1011
Leopard,Economy,Balochistan,11.83,0,571
Leopard,Economy,Pakhtunkhwa,0.48,0,150
TCS,Overland,Punjab,2.78,0,479
M&P,Local,Balochistan,0.44,0,241
TCS,Economy,Sindh,0.56,10000,301
TCS,City to City,Punjab,1.84,0,545
Pakistan Post,Local,Balochistan,5.87,0,403
Leopard,Overland,Balochistan,1.17,0,237
Pakistan Post,Local,Balochistan,2.96,50000,858
Leopard,Overnight,Sindh,0.12,0,479
M&P,Economy,Islamabad,2.62,10000,376
TCS,Overland,Pakhtunkhwa,0.14,50000,828
TCS,City to City,Pakhtunkhwa,0.61,50000,944
Leopard,Economy,Islamabad,2.24,0,212
Leopard,Economy,Punjab,0.41,100000,1262
Pakistan Post,Local,Pakhtunkhwa,2.28,100000,1442
Leopard,Economy,Islamabad,0.28,10000,256
Pakistan Post,City to City,Punjab,1.78,0,410
Leopard,Overland,Islamabad,2.35,0,372
M&P,Local,Islamabad,1.22,20000,528
TCS,Same Day,Pakhtunkhwa,2.01,0,628
M&P,Overnight,Pakhtunkhwa,3.94,20000,1062
Pakistan Post,Local,Pakhtunkhwa,0.24,0,201
Leopard,Overnight,Punjab,2.02,0,662
M&P,City to City,Pakhtunkhwa,0.64,0,353
Pakistan Post,City to City,Islamabad,7.03,10000,983
M&P,Same Day,Sindh,5.21,50000,1401
Pakistan Post,Local,Punjab,1.21,0,229
Pakistan Post,Local,Pakhtunkhwa,8.5,0,475
TCS,Same Day,Balochistan,4.02,0,856
Leopard,Overnight,Balochistan,5.98,0,990
Leopard,Overland,Balochistan,0.22,50000,730
TCS,Overnight,Balochistan,0.81,0,705
Leopard,Overland,Punjab,2.1,100000,1473
Pakistan Post,Local,Islamabad,2.24,0,275
Leopard,Overland,Sindh,0.26,0,191
Leopard,Economy,Sindh,0.8,0,161
Pakistan Post,Local,Punjab,0.88,0,226
Pakistan Post,Local,Sindh,3.85,0,328
Pakistan Post,Local,Sindh,2.87,100000,1473
TCS,Overnight,Balochistan,0.14,20000,856
M&P,City to City,Balochistan,3.96,0,707
Leopard,Overnight,Pakhtunkhwa,4.96,0,902
TCS,Overland,Pakhtunkhwa,5.08,100000,1969
TCS,Overland,Balochistan,8.14,100000,2199
M&P,City to City,Balochistan,4.66,0,743
Leopard,Economy,Pakhtunkhwa,4.5,10000,427
Leopard,Economy,Islamabad,1.2,0,175
Leopard,Economy,Pakhtunkhwa,1.06,0,180
Pakistan Post,City to City,Balochistan,0.67,10000,413
TCS,Local,Punjab,4.2,0,484
Pakistan Post,City to City,Islamabad,2.45,0,440
Pakistan Post,Local,Pakhtunkhwa,6.62,50000,946
Leopard,Overland,Sindh,1.02,20000,466
TCS,Local,Sindh,0.91,20000,522
Pakistan Post,Local,Islamabad,1.56,50000,798
Leopard,Overnight,Balochistan,3.29,100000,1974
TCS,Same Day,Pakhtunkhwa,2.55,50000,1340
TCS,Local,Islamabad,4.35,0,496
TCS,City to City,Balochistan,7.0,0,1179
TCS,Overland,Sindh,2.46,0,469
TCS,Overnight,Balochistan,3.5,10000,1075
TCS,Overland,Islamabad,0.19,10000,377
Leopard,Economy,Punjab,1.18,0,171
M&P,Overland,Punjab,1.98,0,357
Pakistan Post,City to City,Islamabad,2.07,0,411
M&P,Local,Pakhtunkhwa,4.29,100000,1594
Pakistan Post,City to City,Balochistan,0.93,50000,916
Leopard,Overland,Islamabad,5.99,20000,892
Leopard,Economy,Punjab,0.75,0,167
M&P,City to City,Pakhtunkhwa,5.79,0,834
Pakistan Post,Local,Pakhtunkhwa,2.52,20000,525
Pakistan Post,City to City,Sindh,1.46,100000,1542
Leopard,Overland,Balochistan,4.97,10000,682
Leopard,Economy,Pakhtunkhwa,0.85,20000,389
M&P,City to City,Islamabad,2.34,100000,1711
Pakistan Post,City to City,Balochistan,3.35,0,519
Leopard,Economy,Punjab,5.26,0,344
TCS,Economy,Balochistan,0.1,0,197
TCS,City to City,Balochistan,0.24,100000,1569
M&P,City to City,Sindh,15.42,0,1842
TCS,City to City,Sindh,2.72,0,643
M&P,Same Day,Punjab,3.95,0,743
TCS,Same Day,Balochistan,1.19,0,582
TCS,Economy,Sindh,5.87,0,433
Pakistan Post,City to City,Sindh,1.3,20000,550
Leopard,Overnight,Pakhtunkhwa,3.38,0,763
TCS,City to City,Balochistan,3.46,0,714
M&P,Same Day,Sindh,4.04,0,758
M&P,Economy,Punjab,0.24,10000,272
M&P,City to City,Punjab,4.85,10000,858
Leopard,Overland,Balochistan,1.58,20000,511
Leopard,Overnight,Balochistan,5.75,0,923
M&P,Same Day,Pakhtunkhwa,4.05,0,775
TCS,Overnight,Pakhtunkhwa,10.16,50000,2421
M&P,Local,Punjab,6.34,0,484
Pakistan Post,Local,Punjab,1.44,10000,352
M&P,City to City,Pakhtunkhwa,1.67,10000,567
Leopard,Overnight,Islamabad,2.13,0,627
TCS,City to City,Pakhtunkhwa,2.83,100000,1773
Leopard,Economy,Pakhtunkhwa,6.23,20000,615
TCS,Economy,Balochistan,1.01,0,222
TCS,Overnight,Pakhtunkhwa,1.16,0,748
Pakistan Post,City to City,Sindh,0.55,0,275
Leopard,Overnight,Islamabad,2.63,0,696
Leopard,Overnight,Punjab,0.12,10000,616
Leopard,Economy,Islamabad,0.88,20000,395
Leopard,Overland,Balochistan,1.47,0,287
TCS,Overland,Punjab,0.46,0,233
M&P,City to City,Islamabad,0.8,0,378
TCS,City to City,Pakhtunkhwa,3.05,0,668
Pakistan Post,City to City,Pakhtunkhwa,1.66,50000,988
M&P,Overnight,Sindh,1.76,50000,1254
TCS,Overland,Islamabad,11.57,50000,2101
Leopard,Economy,Sindh,0.63,20000,391
Pakistan Post,Local,Balochistan,7.24,10000,557
Leopard,Overland,Punjab,4.53,20000,798
TCS,Same Day,Pakhtunkhwa,0.28,0,505
TCS,City to City,Balochistan,2.41,0,620
TCS,Same Day,Islamabad,0.15,10000,606
M&P,Same Day,Islamabad,1.25,100000,1621
M&P,Overland,Pakhtunkhwa,0.57,50000,752
M&P,Same Day,Punjab,3.52,50000,1294
Pakistan Post,Local,Pakhtunkhwa,6.37,0,404
TCS,Overland,Punjab,0.29,20000,467
Leopard,Overland,Islamabad,1.41,0,283
Leopard,Economy,Pakhtunkhwa,5.33,100000,1516
Pakistan Post,City to City,Pakhtunkhwa,2.72,20000,710
Pakistan Post,City to City,Balochistan,0.79,0,298
M&P,Local,Balochistan,2.16,0,331
Pakistan Post,Local,Sindh,2.54,100000,1377
Pakistan Post,Local,Balochistan,2.07,0,255
M&P,Overnight,Punjab,0.2,10000,679
TCS,Economy,Islamabad,0.72,0,202
TCS,Overland,Punjab,7.16,0,957
Leopard,Economy,Punjab,4.36,20000,553
TCS,Overland,Punjab,0.87,100000,1405
TCS,Overnight,Pakhtunkhwa,0.14,0,667
TCS,Overnight,Islamabad,2.08,0,812
TCS,Local,Pakhtunkhwa,7.39,0,606
M&P,Economy,Sindh,2.58,10000,360
TCS,Local,Punjab,2.03,50000,982
M&P,City to City,Balochistan,0.38,50000,896
M&P,Overnight,Islamabad,5.12,0,1053
M&P,Local,Punjab,0.38,20000,498
Pakistan Post,Local,Punjab,2.18,20000,483
M&P,Overnight,Balochistan,1.17,10000,714
M&P,Overland,Pakhtunkhwa,0.94,20000,484
M&P,Same Day,Islamabad,4.44,0,813
Leopard,Overland,Pakhtunkhwa,1.14,20000,475
Leopard,Overland,Punjab,2.72,0,377
M&P,Local,Punjab,3.89,50000,929
Pakistan Post,Local,Pakhtunkhwa,3.2,10000,428
Pakistan Post,City to City,Punjab,0.88,0,330
TCS,Economy,Punjab,9.4,0,641
Pakistan Post,Local,Punjab,1.01,20000,443
Pakistan Post,City to City,Punjab,4.05,0,550
Pakistan Post,Local,Pakhtunkhwa,0.59,0,219
Leopard,Economy,Pakhtunkhwa,0.23,20000,395
Leopard,Overland,Balochistan,0.7,50000,784
Leopard,Overland,Pakhtunkhwa,7.5,0,770
Pakistan Post,Local,Sindh,1.72,0,250
M&P,Local,Balochistan,8.06,100000,1692
TCS,Overland,Sindh,0.19,0,234
M&P,Local,Balochistan,0.61,10000,378
TCS,Overland,Punjab,1.22,0,335
Pakistan Post,Local,Balochistan,6.3,10000,528
Pakistan Post,Local,Pakhtunkhwa,3.15,20000,504
Leopard,Overnight,Pakhtunkhwa,7.34,0,1097
TCS,Overnight,Pakhtunkhwa,0.11,0,641
M&P,Local,Islamabad,2.75,0,333
Pakistan Post,City to City,Sindh,2.06,100000,1561
TCS,Same Day,Pakhtunkhwa,4.4,100000,2133
TCS,Same Day,Pakhtunkhwa,6.39,10000,1300
M&P,City to City,Pakhtunkhwa,4.81,20000,975
Leopard,Overnight,Sindh,0.75,20000,739
Pakistan Post,Local,Punjab,1.47,0,244
TCS,Overnight,Balochistan,2.54,0,876
Pakistan Post,Local,Balochistan,3.19,0,286
M&P,Local,Pakhtunkhwa,3.12,0,369
TCS,Overnight,Pakhtunkhwa,2.03,20000,1021
